Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),SPL Effective Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed SPL Link,DailyMed PDF Link,SET ID,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,213434,Paclitaxel,PACLITAXEL,2021/1/25,Microtubule Inhibitor,,NORTHSTAR RX LLC,2021/01/25-,16714-137,P88XT4IS4D,PACLITAXEL,PACLITAXEL,P88XT4IS4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e47c2c34-0466-4219-be6f-97e4231ed55f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e47c2c34-0466-4219-be6f-97e4231ed55f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e47c2c34-0466-4219-be6f-97e4231ed55f,e47c2c34-0466-4219-be6f-97e4231ed55f,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,213434,Paclitaxel,PACLITAXEL,2020/8/25,Microtubule Inhibitor,,NOVADOZ PHARMACEUTICALS LLC,2020/08/26-,72205-061; 72205-062; 72205-063,P88XT4IS4D,PACLITAXEL,PACLITAXEL,P88XT4IS4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4e1bf850-d616-4ff3-b62a-2057dddc3dfe/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4e1bf850-d616-4ff3-b62a-2057dddc3dfe,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4e1bf850-d616-4ff3-b62a-2057dddc3dfe,4e1bf850-d616-4ff3-b62a-2057dddc3dfe,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,ANDA,075184,Paclitaxel,PACLITAXEL,2019/6/30,Microtubule Inhibitor,,TEVA PARENTERAL MEDICINES INC,2020/03/05-; 2020/07/07-,0703-3213; 0703-3216; 0703-3218,P88XT4IS4D,PACLITAXEL,PACLITAXEL,P88XT4IS4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fbd32bd2-9685-41cb-bee2-730a45526b65/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fbd32bd2-9685-41cb-bee2-730a45526b65,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fbd32bd2-9685-41cb-bee2-730a45526b65,fbd32bd2-9685-41cb-bee2-730a45526b65,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,207326,PACLITAXEL PACLITAXEL,PACLITAXEL,2016/9/1,Microtubule Inhibitor,,GLAND PHARMA LIMITED,2016/09/30-,68083-178; 68083-179; 68083-180,P88XT4IS4D,PACLITAXEL,PACLITAXEL,P88XT4IS4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fec9ddee-53a9-4a61-ad0a-be6b604de084/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fec9ddee-53a9-4a61-ad0a-be6b604de084,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fec9ddee-53a9-4a61-ad0a-be6b604de084,fec9ddee-53a9-4a61-ad0a-be6b604de084,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,ANDA,075184,Paclitaxel,PACLITAXEL,2015/7/1,Microtubule Inhibitor,,TEVA PARENTERAL MEDICINES INC,2020/03/05-; 2020/03/25-; 2020/07/07-,0703-3213; 0703-3216; 0703-3217; 0703-3218,P88XT4IS4D,PACLITAXEL,PACLITAXEL,P88XT4IS4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e4be6cbf-72b9-4f7f-9b1b-459b2d35961a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e4be6cbf-72b9-4f7f-9b1b-459b2d35961a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e4be6cbf-72b9-4f7f-9b1b-459b2d35961a,e4be6cbf-72b9-4f7f-9b1b-459b2d35961a,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",INTRAVENOUS,ANDA,216355,Paclitaxel,PACLITAXEL (AIBUMIN-BOUND),2026/2/11,Microtubule Inhibitor,2005,NINGBO SHUANGCHENG PHARMACEUTICAL CO LTD,2025/05/15-,75007-041,P88XT4IS4D,PACLITAXEL,PACLITAXEL,P88XT4IS4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4df3fda6-0b29-420e-ab91-81441ce914ed/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4df3fda6-0b29-420e-ab91-81441ce914ed,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4df3fda6-0b29-420e-ab91-81441ce914ed,4df3fda6-0b29-420e-ab91-81441ce914ed,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",INTRAVENOUS,ANDA,209657,Paclitaxel protein-bound particles,PACLITAXEL PROTEIN-BOUND PARTICLES,2025/4/2,Microtubule Inhibitor,2005,CIPLA USA INC,2025/04/15-,69097-398,P88XT4IS4D,PACLITAXEL,PACLITAXEL,P88XT4IS4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/15eba86c-d9de-42e6-bc95-70ba4c015e72/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=15eba86c-d9de-42e6-bc95-70ba4c015e72,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=15eba86c-d9de-42e6-bc95-70ba4c015e72,15eba86c-d9de-42e6-bc95-70ba4c015e72,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,214907,Cytalux,PAFOLACIANINE INJECTION,2026/4/1,Optical Imaging Agent,2021,ON TARGET LABORATORIES INC,2021/11/29-,81052-138,4HUF3V875C,PAFOLACIANINE SODIUM,PAFOLACIANINE,F7BD3Z4X8L,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d21952b9-7c4e-3a56-e053-2a95a90a0ab0/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d21952b9-7c4e-3a56-e053-2a95a90a0ab0,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d21952b9-7c4e-3a56-e053-2a95a90a0ab0,d21952b9-7c4e-3a56-e053-2a95a90a0ab0,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761084,FYLNETRA,PEGFILGRASTIM,2025/4/25,Leukocyte Growth Factor,2022,AMNEAL PHARMACEUTICALS LLC,2022/05/31-,70121-1627,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/eeadd641-573d-47fe-897a-61006e5f9e03/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eeadd641-573d-47fe-897a-61006e5f9e03,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=eeadd641-573d-47fe-897a-61006e5f9e03,eeadd641-573d-47fe-897a-61006e5f9e03,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION; KIT,SUBCUTANEOUS,BLA,125031,Neulasta,PEGFILGRASTIM,2025/4/14,Leukocyte Growth Factor,2002,AMGEN INC,2002/04/01-,55513-190; 55513-192,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fdfe5d72-6b80-435a-afa4-c5d74dd852ce/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdfe5d72-6b80-435a-afa4-c5d74dd852ce,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fdfe5d72-6b80-435a-afa4-c5d74dd852ce,fdfe5d72-6b80-435a-afa4-c5d74dd852ce,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761111,NYVEPRIA,PEGFILGRASTIM-APGF,2023/6/29,Leukocyte Growth Factor,2020,PFIZER LABORATORIES DIV PFIZER INC,2020/12/15-,0069-0324,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/99d30b99-2743-446b-98f3-0430bf4ea869/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=99d30b99-2743-446b-98f3-0430bf4ea869,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=99d30b99-2743-446b-98f3-0430bf4ea869,99d30b99-2743-446b-98f3-0430bf4ea869,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761045,ZIEXTENZO,PEGFILGRASTIM-BMEZ,2024/2/27,Leukocyte Growth Factor,2019,SANDOZ INC,2019/11/04-,61314-866,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7dada041-6528-4acf-809c-62d271538c9a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7dada041-6528-4acf-809c-62d271538c9a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7dada041-6528-4acf-809c-62d271538c9a,7dada041-6528-4acf-809c-62d271538c9a,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761039,UDENYCA,PEGFILGRASTIM-CBQV,2025/8/14,Leukocyte Growth Factor,2018,COHERUS ONCOLOGY INC,2018/11/02-; 2023/03/06-; 2023/12/22-,70114-101; 70114-120; 70114-130,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a8c290ee-b699-4395-a596-1453d4a4b4eb/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a8c290ee-b699-4395-a596-1453d4a4b4eb,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a8c290ee-b699-4395-a596-1453d4a4b4eb,a8c290ee-b699-4395-a596-1453d4a4b4eb,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761075,Fulphila,PEGFILGRASTIM-JMDB,2023/12/5,Leukocyte Growth Factor,2018,BIOCON BIOLOGICS INC,2023/10/01-,83257-005,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9bfc4d3e-6120-7fec-f1d6-0b3743752034/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9bfc4d3e-6120-7fec-f1d6-0b3743752034,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9bfc4d3e-6120-7fec-f1d6-0b3743752034,9bfc4d3e-6120-7fec-f1d6-0b3743752034,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761075,Fulphila,PEGFILGRASTIM-JMDB,2021/10/15,Leukocyte Growth Factor,2018,MYLAN INSTITUTIONAL LLC,completed:2018/07/09-2026/05/31,67457-833,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3ea915d7-2feb-4e75-91f7-913c965b7d8a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3ea915d7-2feb-4e75-91f7-913c965b7d8a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3ea915d7-2feb-4e75-91f7-913c965b7d8a,3ea915d7-2feb-4e75-91f7-913c965b7d8a,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761212,ARMLUPEG,PEGFILGRASTIM-UNNE,2026/2/23,Leukocyte Growth Factor,2025,LUPIN PHARMACEUTICALS INC,2026/03/01-,70748-273,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c48fe1a7-63d7-4dce-bb53-a913cb0ade83/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c48fe1a7-63d7-4dce-bb53-a913cb0ade83,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c48fe1a7-63d7-4dce-bb53-a913cb0ade83,c48fe1a7-63d7-4dce-bb53-a913cb0ade83,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761173,STIMUFEND,PEGFLILGRASTIM-FPGK,2025/11/30,Leukocyte Growth Factor,2022,NORTHSTAR RX LLC,2025/12/29-,72603-402,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1e36ee55-7f13-41db-9d49-2f7a92f3b750/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1e36ee55-7f13-41db-9d49-2f7a92f3b750,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1e36ee55-7f13-41db-9d49-2f7a92f3b750,1e36ee55-7f13-41db-9d49-2f7a92f3b750,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761173,STIMUFEND,PEGFLILGRASTIM-FPGK,2023/10/24,Leukocyte Growth Factor,2022,FRESENIUS KABI USA LLC,2022/10/06-,65219-371,3A58010674,PEGFILGRASTIM,PEGFILGRASTIM,3A58010674,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b44bcb82-7e60-4dab-a658-115bdf5c053c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b44bcb82-7e60-4dab-a658-115bdf5c053c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b44bcb82-7e60-4dab-a658-115bdf5c053c,b44bcb82-7e60-4dab-a658-115bdf5c053c,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; INJECTION, SOLUTION",INTRAVENOUS,BLA,125514,KEYTRUDA,PEMBROLIZUMAB,2026/2/10,Programmed Death Receptor-1 Blocking Antibody,2014,MERCK SHARP AND DOHME LLC,2015/01/15-; completed:2014/09/04-2015/12/21,0006-3026; 0006-3029,DPT0O3T46P,pembrolizumab,pembrolizumab,DPT0O3T46P,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9333c79b-d487-4538-a9f0-71b91a02b287/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9333c79b-d487-4538-a9f0-71b91a02b287,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9333c79b-d487-4538-a9f0-71b91a02b287,9333c79b-d487-4538-a9f0-71b91a02b287,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761467,KEYTRUDA QLEX,PEMBROLIZUMAB AND BERAHYALURONIDASE ALFA-PMPH,2026/2/10,Endoglycosidase; Programmed Death Receptor-1 Blocking Antibody,2025,MERCK SHARP AND DOHME LLC,2025/09/19-,0006-3083; 0006-5083,9X4R4A4HQQ; DPT0O3T46P,BERAHYALURONIDASE ALFA; PEMBROLIZUMAB,BERAHYALURONIDASE ALFA; PEMBROLIZUMAB,9X4R4A4HQQ; DPT0O3T46P,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/097d166f-b73b-41d3-9b37-7653cd2a0c41/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=097d166f-b73b-41d3-9b37-7653cd2a0c41,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=097d166f-b73b-41d3-9b37-7653cd2a0c41,097d166f-b73b-41d3-9b37-7653cd2a0c41,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,209472,Pemfexy,PEMETREXED,2026/2/20,Folate Analog Metabolic Inhibitor,2004,EAGLE PHARMACEUTICALS INC,completed:2022/02/01-2028/04/30,42367-531,236Y2F7D9J,PEMETREXED MONOHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2308f4e8-21c8-49c1-a5b8-deb8610bac6a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2308f4e8-21c8-49c1-a5b8-deb8610bac6a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2308f4e8-21c8-49c1-a5b8-deb8610bac6a,2308f4e8-21c8-49c1-a5b8-deb8610bac6a,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,ANDA,216582,Pemetrexed,PEMETREXED,2025/12/31,Folate Analog Metabolic Inhibitor,2004,SOLCO HEALTHCARE US LLC,2024/07/01-,43547-632,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/bd0ada98-3237-4465-8ba2-3a12c33116fb/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bd0ada98-3237-4465-8ba2-3a12c33116fb,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bd0ada98-3237-4465-8ba2-3a12c33116fb,bd0ada98-3237-4465-8ba2-3a12c33116fb,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,NDA,214218,PEMETREXED,PEMETREXED,2025/10/8,Folate Analog Metabolic Inhibitor,2004,HOSPIRA INC,2022/06/27-,0409-1045; 0409-2188; 0409-3532,2PKU919BA9,PEMETREXED DISODIUM,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3ae68628-7ab0-4491-b3ae-6a8330b719c8/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3ae68628-7ab0-4491-b3ae-6a8330b719c8,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3ae68628-7ab0-4491-b3ae-6a8330b719c8,3ae68628-7ab0-4491-b3ae-6a8330b719c8,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,210661,AXTLE,PEMETREXED,2025/10/8,Folate Analog Metabolic Inhibitor,2004,AVYXA PHARMA LLC,2025/01/01-,83831-131; 83831-132,04Q9AIZ7NO,PEMETREXED,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9582c46c-d8b0-44b7-a2ee-9c86f5e9b7b1/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9582c46c-d8b0-44b7-a2ee-9c86f5e9b7b1,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9582c46c-d8b0-44b7-a2ee-9c86f5e9b7b1,9582c46c-d8b0-44b7-a2ee-9c86f5e9b7b1,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,NDA,214218,PEMETREXED,PEMETREXED,2024/7/24,Folate Analog Metabolic Inhibitor,2004,HOSPIRA INC,2023/02/01-,0409-0004; 0409-0020; 0409-0021,2PKU919BA9,PEMETREXED DISODIUM,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3e087418-69ff-47fa-93c2-f28699309433/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3e087418-69ff-47fa-93c2-f28699309433,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3e087418-69ff-47fa-93c2-f28699309433,3e087418-69ff-47fa-93c2-f28699309433,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,203485,PEMETREXED,PEMETREXED,2024/7/18,Folate Analog Metabolic Inhibitor,2004,ACCORD HEALTHCARE INC,2022/05/25-,16729-229; 16729-230; 16729-244,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/dfd19e67-54cb-c062-e053-2995a90a294a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dfd19e67-54cb-c062-e053-2995a90a294a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=dfd19e67-54cb-c062-e053-2995a90a294a,dfd19e67-54cb-c062-e053-2995a90a294a,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,214632,Pemetrexed,PEMETREXED,2023/9/5,Folate Analog Metabolic Inhibitor,2004,BLUEPOINT LABORATORIES,2022/07/04-; completed:2022/07/04-2022/07/05,68001-535; 68001-536; 68001-537,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/495c6751-8d6f-4093-8108-9bed283fce03/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=495c6751-8d6f-4093-8108-9bed283fce03,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=495c6751-8d6f-4093-8108-9bed283fce03,495c6751-8d6f-4093-8108-9bed283fce03,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,214632,Pemetrexed,PEMETREXED,2023/7/27,Folate Analog Metabolic Inhibitor,2004,EUGIA US LLC,2022/05/25-,55150-381; 55150-382; 55150-383,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/737ead51-f73c-414f-b68f-d3affc27a225/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=737ead51-f73c-414f-b68f-d3affc27a225,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=737ead51-f73c-414f-b68f-d3affc27a225,737ead51-f73c-414f-b68f-d3affc27a225,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"SOLUTION, CONCENTRATE",INTRAVENOUS,NDA,208419,Pemetrexed,PEMETREXED,2022/12/1,Folate Analog Metabolic Inhibitor,2004,TEVA PHARMACEUTICALS INC,2022/05/31-; 2022/06/01-,0480-4514; 0480-4515; 0480-4516,236Y2F7D9J,PEMETREXED MONOHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8b660f68-b770-4e0a-b2f9-25e663deecc3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8b660f68-b770-4e0a-b2f9-25e663deecc3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8b660f68-b770-4e0a-b2f9-25e663deecc3,8b660f68-b770-4e0a-b2f9-25e663deecc3,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,210661,PEMETREXED DIPOTASSIUM,PEMETREXED DIPOTASSIUM,2025/2/5,Folate Analog Metabolic Inhibitor,2004,AVYXA PHARMA LLC,2025/01/01-,83831-111; 83831-112,04Q9AIZ7NO,PEMETREXED,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/adc9ce4c-926a-4ee8-bd0d-d06fc89c17fc/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=adc9ce4c-926a-4ee8-bd0d-d06fc89c17fc,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=adc9ce4c-926a-4ee8-bd0d-d06fc89c17fc,adc9ce4c-926a-4ee8-bd0d-d06fc89c17fc,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,214657,Pemetrexed,PEMETREXED DISODIUM,2025/12/16,Folate Analog Metabolic Inhibitor,2004,SANDOZ INC,2022/06/08-,0781-3518; 0781-3519; 0781-3520,2PKU919BA9,PEMETREXED DISODIUM,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7ac04ab7-7f8c-46ce-ab56-a7a08cd02ab3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7ac04ab7-7f8c-46ce-ab56-a7a08cd02ab3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7ac04ab7-7f8c-46ce-ab56-a7a08cd02ab3,7ac04ab7-7f8c-46ce-ab56-a7a08cd02ab3,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,208696,Pemetrexed,PEMETREXED DISODIUM,2025/11/17,Folate Analog Metabolic Inhibitor,2004,MEITHEAL PHARMACEUTICALS INC,2022/05/25-,71288-166; 71288-167,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e0d000a3-b9d2-4fa9-9591-f7acb077481d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e0d000a3-b9d2-4fa9-9591-f7acb077481d,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e0d000a3-b9d2-4fa9-9591-f7acb077481d,e0d000a3-b9d2-4fa9-9591-f7acb077481d,,,,,,,,,,,,,,,,,,,
