Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),SPL Effective Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed SPL Link,DailyMed PDF Link,SET ID,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,090384,Pemetrexed,PEMETREXED DISODIUM,2025/8/31,Folate Analog Metabolic Inhibitor,2004,FRESENIUS KABI USA LLC,2022/05/25-,63323-134; 63323-450; 63323-621; 63323-622,2PKU919BA9,PEMETREXED DISODIUM,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ae77f00f-d43b-4b75-afd5-a2a9cb7138da/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae77f00f-d43b-4b75-afd5-a2a9cb7138da,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ae77f00f-d43b-4b75-afd5-a2a9cb7138da,ae77f00f-d43b-4b75-afd5-a2a9cb7138da,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,215179,PEMRYDI RTU,PEMETREXED DISODIUM,2025/7/8,Folate Analog Metabolic Inhibitor,2004,AMNEAL PHARMACEUTICALS LLC,2023/06/06-,70121-2453; 70121-2461; 70121-2462,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0f006b06-ab85-423d-ba0c-dfc3fc25844e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0f006b06-ab85-423d-ba0c-dfc3fc25844e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0f006b06-ab85-423d-ba0c-dfc3fc25844e,0f006b06-ab85-423d-ba0c-dfc3fc25844e,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,211899,Pemetrexed,PEMETREXED DISODIUM,2025/5/10,Folate Analog Metabolic Inhibitor,2004,SOMERSET THERAPEUTICS LLC,2025/04/15-,70069-834; 70069-835,9T47E4OM16,PEMETREXED DISODIUM HEPTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/39219e4b-80a6-4d4f-96a3-1202e542d050/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=39219e4b-80a6-4d4f-96a3-1202e542d050,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=39219e4b-80a6-4d4f-96a3-1202e542d050,39219e4b-80a6-4d4f-96a3-1202e542d050,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,215460,Pemetrexed,PEMETREXED DISODIUM,2025/4/1,Folate Analog Metabolic Inhibitor,2004,CAMBER PHARMACEUTICALS INC,2024/06/14-,31722-336; 31722-337,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ca1ce75-5284-4282-b76a-3700d203c714/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ca1ce75-5284-4282-b76a-3700d203c714,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2ca1ce75-5284-4282-b76a-3700d203c714,2ca1ce75-5284-4282-b76a-3700d203c714,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,215179,Pemetrexed,PEMETREXED DISODIUM,2024/11/28,Folate Analog Metabolic Inhibitor,2004,SHILPA MEDICARE LIMITED,2024/01/01-,63759-3048; 63759-3049; 63759-3050,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fe432994-e61b-4a87-8c98-cc20b847d0fe/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fe432994-e61b-4a87-8c98-cc20b847d0fe,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fe432994-e61b-4a87-8c98-cc20b847d0fe,fe432994-e61b-4a87-8c98-cc20b847d0fe,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,209851,Pemetrexed,PEMETREXED DISODIUM,2024/11/13,Folate Analog Metabolic Inhibitor,2004,APOTEX CORP,completed:2022/05/25-2026/06/30,60505-6068,2PKU919BA9,PEMETREXED DISODIUM,Pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2e86f231-e0c7-2d43-2920-6c42d2469d11/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2e86f231-e0c7-2d43-2920-6c42d2469d11,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2e86f231-e0c7-2d43-2920-6c42d2469d11,2e86f231-e0c7-2d43-2920-6c42d2469d11,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,204890,Pemetrexed,PEMETREXED DISODIUM,2024/9/30,Folate Analog Metabolic Inhibitor,2004,SAGENT PHARMACEUTICALS,2024/12/15-,25021-260; 25021-261,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fa8f1f52-3f05-4ae8-bfec-7f0a029e6825/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fa8f1f52-3f05-4ae8-bfec-7f0a029e6825,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fa8f1f52-3f05-4ae8-bfec-7f0a029e6825,fa8f1f52-3f05-4ae8-bfec-7f0a029e6825,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,208696,Pemetrexed,PEMETREXED DISODIUM,2024/9/10,Folate Analog Metabolic Inhibitor,2004,NORTHSTAR RXLLC,2024/10/01-,72603-325; 72603-425,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/64f4a9ed-26ff-4bc7-bef1-4faa98b35563/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=64f4a9ed-26ff-4bc7-bef1-4faa98b35563,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=64f4a9ed-26ff-4bc7-bef1-4faa98b35563,64f4a9ed-26ff-4bc7-bef1-4faa98b35563,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,208696,Pemetrexed,PEMETREXED DISODIUM,2024/4/19,Folate Analog Metabolic Inhibitor,2004,MEITHEAL PHARMACEUTICALS INC,2022/05/25-,71288-166; 71288-167,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1ceacc3e-f555-489b-8b16-2baa58b2f5a5/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1ceacc3e-f555-489b-8b16-2baa58b2f5a5,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1ceacc3e-f555-489b-8b16-2baa58b2f5a5,1ceacc3e-f555-489b-8b16-2baa58b2f5a5,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,208696,Pemetrexed,PEMETREXED DISODIUM,2024/4/19,Folate Analog Metabolic Inhibitor,2004,MEITHEAL PHARMACEUTICALS INC,2022/05/25-,71288-166; 71288-167,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5fb3a2d5-b9ec-4044-abb9-3e0d848a448e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5fb3a2d5-b9ec-4044-abb9-3e0d848a448e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5fb3a2d5-b9ec-4044-abb9-3e0d848a448e,5fb3a2d5-b9ec-4044-abb9-3e0d848a448e,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,211090,Pemetrexed,PEMETREXED DISODIUM,2024/1/11,Folate Analog Metabolic Inhibitor,2004,BIOCON PHARMA INC,2022/12/31-,70377-022,F4GSH45R4C,Pemetrexed Disodium Hemipentahydrate,Pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/21a607a6-1ec3-e61b-7d89-c71e3bdc2e3b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=21a607a6-1ec3-e61b-7d89-c71e3bdc2e3b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=21a607a6-1ec3-e61b-7d89-c71e3bdc2e3b,21a607a6-1ec3-e61b-7d89-c71e3bdc2e3b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,211899,Pemetrexed,PEMETREXED DISODIUM,2023/12/30,Folate Analog Metabolic Inhibitor,2004,WAVERLEY PHARMA INC,2018/06/04-,72338-100; 72338-101,9T47E4OM16,Pemetrexed disodium heptahydrate,Pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/95633c32-89a8-4275-94e7-939c9f2e6135/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95633c32-89a8-4275-94e7-939c9f2e6135,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=95633c32-89a8-4275-94e7-939c9f2e6135,95633c32-89a8-4275-94e7-939c9f2e6135,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,203774,Pemetrexed,PEMETREXED DISODIUM,2023/10/10,Folate Analog Metabolic Inhibitor,2004,BLUEPOINT LABORATORIES,2022/05/25-; 2022/09/01-,68001-543; 68001-544,2PKU919BA9,PEMETREXED DISODIUM,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4cc1574b-3d2f-489b-9ad3-55695bb97200/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4cc1574b-3d2f-489b-9ad3-55695bb97200,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4cc1574b-3d2f-489b-9ad3-55695bb97200,4cc1574b-3d2f-489b-9ad3-55695bb97200,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,021462,Alimta,PEMETREXED DISODIUM,2023/5/19,Folate Analog Metabolic Inhibitor,2004,ELI LILLY AND COMPANY,2004/02/04-; 2007/09/07-,0002-7623; 0002-7640,9T47E4OM16,Pemetrexed disodium heptahydrate,Pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f5a860f3-37ec-429c-ae04-9c88d7c55c08/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5a860f3-37ec-429c-ae04-9c88d7c55c08,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f5a860f3-37ec-429c-ae04-9c88d7c55c08,f5a860f3-37ec-429c-ae04-9c88d7c55c08,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,209851,Pemetrexed,PEMETREXED DISODIUM,2023/4/26,Folate Analog Metabolic Inhibitor,2004,BLUEPOINT LABORATORIES,2023/02/28-,68001-545,2PKU919BA9,PEMETREXED DISODIUM,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/14974d4e-2f01-4e02-aea2-c28b3ca0781c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=14974d4e-2f01-4e02-aea2-c28b3ca0781c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=14974d4e-2f01-4e02-aea2-c28b3ca0781c,14974d4e-2f01-4e02-aea2-c28b3ca0781c,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,209085,Pemetrexed,PEMETREXED DISODIUM,2023/4/26,Folate Analog Metabolic Inhibitor,2004,BLUEPOINT LABORATORIES,2023/02/28-,68001-546,2PKU919BA9,PEMETREXED DISODIUM,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/61588f3c-4c06-4c35-a000-201dd1019093/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=61588f3c-4c06-4c35-a000-201dd1019093,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=61588f3c-4c06-4c35-a000-201dd1019093,61588f3c-4c06-4c35-a000-201dd1019093,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,215479,Pemetrexed,PEMETREXED DISODIUM,2022/12/21,Folate Analog Metabolic Inhibitor,2004,MEITHEAL PHARMACEUTICALS INC,2022/12/13-,71288-145; 71288-146; 71288-147; 71288-148,9T47E4OM16,pemetrexed disodium heptahydrate,pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b185f459-5489-4e18-8521-1686b5d16f67/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b185f459-5489-4e18-8521-1686b5d16f67,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b185f459-5489-4e18-8521-1686b5d16f67,b185f459-5489-4e18-8521-1686b5d16f67,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,204890,Pemetrexed,PEMETREXED DISODIUM,2022/12/8,Folate Analog Metabolic Inhibitor,2004,BLUEPOINT LABORATORIES,2022/06/24-,68001-538; 68001-539,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c9f34c00-1176-4f44-8cff-bae5bdc0c40f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c9f34c00-1176-4f44-8cff-bae5bdc0c40f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c9f34c00-1176-4f44-8cff-bae5bdc0c40f,c9f34c00-1176-4f44-8cff-bae5bdc0c40f,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,202596,Pemetrexed disodium,PEMETREXED DISODIUM,2022/9/30,Folate Analog Metabolic Inhibitor,2004,DR REDDYS LABORATORIES INC,2022/05/25-,43598-370; 43598-386; 43598-387,2PKU919BA9,pemetrexed disodium,Pemetrexed; pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1d8bcf03-e055-a274-7844-ae9a523e3c4c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1d8bcf03-e055-a274-7844-ae9a523e3c4c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1d8bcf03-e055-a274-7844-ae9a523e3c4c,1d8bcf03-e055-a274-7844-ae9a523e3c4c,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,214073,pemetrexed,PEMETREXED DISODIUM,2022/5/26,Folate Analog Metabolic Inhibitor,2004,ZYDUS PHARMACEUTICALS USA INC,2022/05/26-,70710-1654; 70710-1655; 70710-1674,2PKU919BA9,PEMETREXED DISODIUM,PEMETREXED,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/363665ca-db15-4123-84ac-0ae66b5f1363/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=363665ca-db15-4123-84ac-0ae66b5f1363,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=363665ca-db15-4123-84ac-0ae66b5f1363,363665ca-db15-4123-84ac-0ae66b5f1363,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,204890,Pemetrexed,PEMETREXED DISODIUM,2021/8/13,Folate Analog Metabolic Inhibitor,2004,QILU PHARMACEUTICAL CO LTD,2022/05/25-,67184-0503; 67184-0504,F4GSH45R4C,PEMETREXED DISODIUM HEMIPENTAHYDRATE,PEMETREXED; Pemetrexed,04Q9AIZ7NO,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/46a9b89d-7135-4e0c-b8e4-52580554769b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=46a9b89d-7135-4e0c-b8e4-52580554769b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=46a9b89d-7135-4e0c-b8e4-52580554769b,46a9b89d-7135-4e0c-b8e4-52580554769b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,203469,Iclusig,PONATINIB HYDROCHLORIDE,2025/10/16,Kinase Inhibitor,2012,TAKEDA PHARMACEUTICALS AMERICA INC,2012/12/14-; 2015/04/22-; 2021/01/11-,63020-533; 63020-534; 63020-535; 63020-536,96R6PU3D8J,ponatinib hydrochloride,ponatinib,4340891KFS,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/16d804b6-4957-43ee-b18c-3b36ec37c5ac/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=16d804b6-4957-43ee-b18c-3b36ec37c5ac,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=16d804b6-4957-43ee-b18c-3b36ec37c5ac,16d804b6-4957-43ee-b18c-3b36ec37c5ac,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,NDA,020451,Photofrin,PORFIMER SODIUM,2025/1/1,Photoactivated Radical Generator,1995,PINNACLE BIOLOGICS INC,1995/12/27-,76128-155,Y3834SIK5F,PORFIMER SODIUM,PORFIMER,M15H03K69B,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5c4841b4-fbc0-4163-8ee1-cb28629cbfbf/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5c4841b4-fbc0-4163-8ee1-cb28629cbfbf,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5c4841b4-fbc0-4163-8ee1-cb28629cbfbf,5c4841b4-fbc0-4163-8ee1-cb28629cbfbf,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,213721,Gavreto,PRALSETINIB,2025/12/30,Kinase Inhibitor,2020,RIGEL PHARMACEUTICALS INC,2024/06/24-,71332-006,1WPE73O1WV,PRALSETINIB,PRALSETINIB,1WPE73O1WV,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/16edd46e-28b8-f06d-e063-6394a90ae31b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=16edd46e-28b8-f06d-e063-6394a90ae31b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=16edd46e-28b8-f06d-e063-6394a90ae31b,16edd46e-28b8-f06d-e063-6394a90ae31b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,213721,Gavreto,PRALSETINIB,2025/12/5,Kinase Inhibitor,2020,GENENTECH INC,completed:2021/07/01-2026/09/30,50242-210,1WPE73O1WV,PRALSETINIB,PRALSETINIB,1WPE73O1WV,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/59984249-e3ff-4f97-8d7a-c1a905d604a8/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=59984249-e3ff-4f97-8d7a-c1a905d604a8,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=59984249-e3ff-4f97-8d7a-c1a905d604a8,59984249-e3ff-4f97-8d7a-c1a905d604a8,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203855,PRAMIPEXOLE,PRAMIPEXOLE,2016/10/13,Nonergot Dopamine Agonist,1997,CAMBER PHARMACEUTICALS INC,2015/08/01-,31722-906; 31722-907; 31722-908; 31722-909; 31722-910; 31722-911,3D867NP06J,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE,83619PEU5T,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a7405a56-de1c-4875-b57f-210c991474ba/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a7405a56-de1c-4875-b57f-210c991474ba,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a7405a56-de1c-4875-b57f-210c991474ba,a7405a56-de1c-4875-b57f-210c991474ba,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,090865,Pramipexole Dihydrochloride,PRAMIPEXOLE DIHYDROCHLORIDE,2013/3/19,Nonergot Dopamine Agonist,1997,CARILION MATERIALS MANAGEMENT,2010/10/08-,68151-0329,3D867NP06J,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE,83619PEU5T,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2950bfa3-d42f-49c2-b4ca-8c8a1d95894c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2950bfa3-d42f-49c2-b4ca-8c8a1d95894c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2950bfa3-d42f-49c2-b4ca-8c8a1d95894c,2950bfa3-d42f-49c2-b4ca-8c8a1d95894c,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,077724,Pramipexole Dihydrochloride,PRAMIPEXOLE DIHYDROCHLORIDE,2012/1/3,Nonergot Dopamine Agonist,,PHYSICIANS TOTAL CARE INC,2010/04/20-; 2010/05/03-; 2010/08/23-; 2011/04/08-,54868-6111; 54868-6121; 54868-6159; 54868-6237,3D867NP06J,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE,83619PEU5T,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2cfedf7a-8ec2-4060-a4cf-305c06e03192/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2cfedf7a-8ec2-4060-a4cf-305c06e03192,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2cfedf7a-8ec2-4060-a4cf-305c06e03192,2cfedf7a-8ec2-4060-a4cf-305c06e03192,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA,020667,Mirapex,PRAMIPEXOLE DIHYDROCHLORIDE,2010/12/29,Nonergot Dopamine Agonist,,REBEL DISTRIBUTORS CORP,2004/01/01-,21695-867,3D867NP06J,pramipexole dihydrochloride,pramipexole,83619PEU5T,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b5504316-3907-444c-b604-ec9a18cdcd6d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b5504316-3907-444c-b604-ec9a18cdcd6d,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b5504316-3907-444c-b604-ec9a18cdcd6d,b5504316-3907-444c-b604-ec9a18cdcd6d,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA,020667,MIRAPEX,PRAMIPEXOLE DIHYDROCHLORIDE,2010/12/29,Nonergot Dopamine Agonist,,PHYSICIANS TOTAL CARE INC,2003/09/04-; 2005/09/12-; 2007/01/09-; 2007/03/23-,54868-4211; 54868-4912; 54868-5412; 54868-5746,3D867NP06J,pramipexole dihydrochloride,pramipexole,83619PEU5T,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3736d691-e8b9-4fdd-aeca-9e96cf907c51/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3736d691-e8b9-4fdd-aeca-9e96cf907c51,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3736d691-e8b9-4fdd-aeca-9e96cf907c51,3736d691-e8b9-4fdd-aeca-9e96cf907c51,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,077724,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,2010/9/17,Nonergot Dopamine Agonist,,STAT RX USA LLC,2010/01/01-,16590-409,3D867NP06J,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE,83619PEU5T,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/04bf2b80-5371-4641-bbf5-e19587c0e9cf/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=04bf2b80-5371-4641-bbf5-e19587c0e9cf,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=04bf2b80-5371-4641-bbf5-e19587c0e9cf,04bf2b80-5371-4641-bbf5-e19587c0e9cf,,,,,,,,,,,,,,,,,,,
